instant_book,satisfaction_guest,rating_checkin,bed_type,person_capacity,accuracy_rating,rating_communication,room_type,hosting_id,url,amenities,rev_count,cancel_policy,rating_cleanliness,nightly_price,host_id,response_rate,price,response_time
,,,,,,,,,https://www.airbnb.com/info/host?from_nav=1&link=3,,,,,,,,,
